CASE_NO,STARTED,CLOSED,CaseType,CaseSubType,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,Case_Count,Case_Completion
CE04-1404,11/19/2004 12:00:00 AM,12/16/2004 12:00:00 AM,CODE ENFORCEMENT,MULTI,428 W GRAND BL     ,,,,1,1
CE18-1615,11/16/2018 12:00:00 AM,2/7/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,428 W GRAND BL,CORONA,CA,92882,1,1
CE21-0680,6/15/2021 12:00:00 AM,7/14/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,428 W GRAND BLVD,CORONA,CA,92882,1,1
CC23-0090,1/25/2023 12:00:00 AM,3/22/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1817 CHESAPEAKE WAY,CORONA,CA,92880,1,1
CC23-1821,12/14/2023 12:00:00 AM,4/15/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1817 CHESAPEAKE WAY,CORONA,CA,92880,1,1
CC25-1012,7/9/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1817 CHESAPEAKE WAY,CORONA,CA,92880,1,0
CE09-0571,5/11/2009 12:00:00 AM,9/28/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,571 VENTURA AV     ,,,,1,1
CC25-0312,3/11/2025 12:00:00 AM,6/3/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2629 PRESIDIO LN,CORONA,CA,92879,1,1
CE00-0008,10/30/2000 12:00:00 AM,10/30/2000 12:00:00 AM,CODE ENFORCEMENT,SIGN,603 E SIXTH ST,,,,1,1
CE01-0732,8/4/2001 12:00:00 AM,7/27/2001 12:00:00 AM,CODE ENFORCEMENT,SIGN,603 E SIXTH ST,,,,1,1
CE02-0085,1/17/2002 12:00:00 AM,1/16/2002 12:00:00 AM,CODE ENFORCEMENT,MULTI,603 E SIXTH ST,,,,1,1
CE02-0146,1/31/2002 12:00:00 AM,9/27/2002 12:00:00 AM,CODE ENFORCEMENT,USE,603 E SIXTH ST,,,,1,1
CE03-0656,7/7/2003 12:00:00 AM,7/16/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,603 E SIXTH ST,,,,1,1
CE20-0138,2/12/2020 12:00:00 AM,5/13/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1015 MARGARITA DR 102,CORONA,CA,92879,1,1
CE03-0762,7/25/2003 12:00:00 AM,7/25/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,603 E SIXTH ST,,,,1,1
CE04-1289,10/8/2004 12:00:00 AM,10/25/2004 12:00:00 AM,CODE ENFORCEMENT,DEVEL,603 E SIXTH ST     ,,,,1,1
CE06-0549,7/4/2006 12:00:00 AM,8/8/2006 12:00:00 AM,CODE ENFORCEMENT,USE,2629 PRESIDIO LN,CORONA,CA,92879,1,1
CE07-0529,3/29/2007 12:00:00 AM,6/26/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,2629 PRESIDIO LN     ,,,,1,1
CE08-1625,12/6/2008 12:00:00 AM,12/20/2008 12:00:00 AM,CODE ENFORCEMENT,SIGN,603 E SIXTH ST     ,,,,1,1
CE15-0024,1/6/2015 12:00:00 AM,6/10/2015 12:00:00 AM,CODE ENFORCEMENT,,603 E SIXTH ST ,,,,1,1
CC23-1556,10/23/2023 12:00:00 AM,10/25/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4069 NANCY CIR,CORONA,CA,92881,1,1
CE18-1396,10/8/2018 12:00:00 AM,2/27/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1902 FULLERTON AV,CORONA,CA,92881,1,1
CE99-0369,11/3/1999 12:00:00 AM,12/1/1999 12:00:00 AM,CODE ENFORCEMENT,SIGN,1902 FULLERTON AV,,,,1,1
CE22-1626,11/9/2022 12:00:00 AM,2/22/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1902 FULLERTON AVE,CORONA,CA,92881,1,1
CE06-0820,8/17/2006 12:00:00 AM,3/27/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1615 MELROSE DR     ,,,,1,1
CE07-1160,7/11/2007 12:00:00 AM,8/23/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1615 MELROSE DR     ,,,,1,1
CE10-0220,1/21/2010 12:00:00 AM,3/29/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,1895 EUREKA ST     ,,,,1,1
CE06-0009,1/4/2006 12:00:00 AM,2/22/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1781 BERN DR     ,,,,1,1
CE08-0449,4/1/2008 12:00:00 AM,9/17/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,648 DONATELLO DR     ,,,,1,1
CE08-1030,7/25/2008 12:00:00 AM,8/1/2008 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,1781 BERN DR     ,,,,1,1
CE10-0997,9/7/2010 12:00:00 AM,10/28/2010 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1781 BERN DR     ,,,,1,1
CE11-1215,12/5/2011 12:00:00 AM,6/12/2012 12:00:00 AM,CODE ENFORCEMENT,,648 DONATELLO DR     ,,,,1,1
CE16-0667,6/8/2016 12:00:00 AM,2/5/2017 12:00:00 AM,CODE ENFORCEMENT,,551 DARBY ST ,,,,1,1
CE16-0996,8/9/2016 12:00:00 AM,2/28/2017 12:00:00 AM,CODE ENFORCEMENT,,1781 BERN DR ,,,,1,1
CE18-1501,10/22/2018 12:00:00 AM,5/13/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,648 DONATELLO DR,CORONA,CA,92882,1,1
CE02-0543,5/13/2002 12:00:00 AM,7/13/2002 12:00:00 AM,CODE ENFORCEMENT,MULTI,215 E OLD MILL RD,,,,1,1
CE01-1023,9/20/2001 12:00:00 AM,10/3/2001 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,915 W RANCHO RD,,,,1,1
CE02-0775,7/9/2002 12:00:00 AM,,CODE ENFORCEMENT,DEVEL,915 W RANCHO RD,,,,1,0
CE05-0323,3/29/2005 12:00:00 AM,5/31/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,915 W RANCHO RD     ,,,,1,1
CE03-0594,6/16/2003 12:00:00 AM,7/3/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,215 E OLD MILL RD,,,,1,1
CE09-1281,9/24/2009 12:00:00 AM,11/3/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,125 KLUG CI     ,,,,1,1
CE12-0001,1/3/2012 12:00:00 AM,4/23/2012 12:00:00 AM,CODE ENFORCEMENT,,915 W RANCHO RD     ,,,,1,1
CE13-0486,5/23/2013 12:00:00 AM,10/11/2013 12:00:00 AM,CODE ENFORCEMENT,,915 W RANCHO RD     ,,,,1,1
CE14-0040,1/13/2014 12:00:00 AM,2/24/2014 12:00:00 AM,CODE ENFORCEMENT,,915 W RANCHO RD ,,,,1,1
CE15-1087,10/19/2015 12:00:00 AM,4/4/2016 12:00:00 AM,CODE ENFORCEMENT,,915 W RANCHO RD ,,,,1,1
CE02-1307,10/31/2002 12:00:00 AM,11/12/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1084 CIRCLE CITY DR,,,,1,1
CE08-1014,7/24/2008 12:00:00 AM,11/22/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1084 CIRCLE CITY DR     ,,,,1,1
CE08-1246,8/2/2008 12:00:00 AM,8/29/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1084 CIRCLE CITY DR **Inop**,,,,1,1
CE16-1567,12/1/2016 12:00:00 AM,2/28/2017 12:00:00 AM,CODE ENFORCEMENT,,1084 CIRCLE CITY DR ,,,,1,1
CE18-1348,9/22/2018 12:00:00 AM,9/22/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1084 CIRCLE CITY DR,CORONA,CA,92879,1,1
CE05-0020,1/6/2005 12:00:00 AM,2/21/2005 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1608 NABIL CI     ,,,,1,1
CC24-1553,10/1/2024 12:00:00 AM,3/24/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1331 PERA ST,CORONA,CA,92882,1,1
CC25-1327,8/26/2025 12:00:00 AM,,CODE ENFORCEMENT,PROPERTY MAINTENANCE,1331 PERA ST,CORONA,CA,92882,1,0
CE02-0346,3/22/2002 12:00:00 AM,7/1/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,2104 BELWOOD CI,,,,1,1
CE03-1118,10/21/2003 12:00:00 AM,11/14/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,2104 BELWOOD CI,,,,1,1
CE10-0463,4/15/2010 12:00:00 AM,4/15/2010 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1117 BIRCH ST     ,,,,1,1
CE10-0485,4/19/2010 12:00:00 AM,7/12/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,2104 BELLWOOD CI     ,,,,1,1
CE16-1610,12/7/2016 12:00:00 AM,1/23/2017 12:00:00 AM,CODE ENFORCEMENT,,1331 PERA ST ,,,,1,1
CC23-1334,9/1/2023 12:00:00 AM,10/25/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1070 SAPPHIRE LN,CORONA,CA,92882,1,1
CE01-0418,6/5/2001 12:00:00 AM,6/18/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,120 W CITRON ST,,,,1,1
CE01-0744,8/4/2001 12:00:00 AM,8/17/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1070 SAPPHIRE LN,,,,1,1
CE01-0845,8/29/2001 12:00:00 AM,8/27/2001 12:00:00 AM,CODE ENFORCEMENT,MULTI,120 W CITRON ST,,,,1,1
CE03-0673,7/8/2003 12:00:00 AM,7/23/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,120 W CITRON ST,,,,1,1
CE05-0487,5/4/2005 12:00:00 AM,11/8/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,1070 SAPPHIRE LN     ,,,,1,1
CE99-0879,5/23/2000 12:00:00 AM,6/5/2000 12:00:00 AM,CODE ENFORCEMENT,MULTI,1070 SAPPHIRE LN,,,,1,1
CE99-1042,7/17/2000 12:00:00 AM,11/27/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,120 W CITRON ST,,,,1,1
CE14-0794,7/29/2014 12:00:00 AM,1/31/2019 12:00:00 AM,CODE ENFORCEMENT,,1070 SAPPHIRE LN,,,,1,1
CE12-0718,7/16/2012 12:00:00 AM,8/1/2012 12:00:00 AM,CODE ENFORCEMENT,,624 ROBIN CT     ,,,,1,1
CE13-0669,7/2/2013 12:00:00 AM,2/4/2014 12:00:00 AM,CODE ENFORCEMENT,,120 W CITRON ST ,,,,1,1
CE19-1123,9/18/2019 12:00:00 AM,11/6/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,624 ROBIN CT,CORONA,CA,92879,1,1
CE19-0568,5/16/2019 12:00:00 AM,5/27/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1070 SAPPHIRE LN,CORONA,CA,92882,1,1
CE20-0581,6/12/2020 12:00:00 AM,9/15/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,120 W CITRON ST,CORONA,CA,92882,1,1
CE07-1485,8/30/2007 12:00:00 AM,11/6/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1070 SAPPHIRE LN     ,,,,1,1
CE09-0998,7/31/2009 12:00:00 AM,9/14/2009 12:00:00 AM,CODE ENFORCEMENT,DEVEL,624 ROBIN CT     ,,,,1,1
CE11-0328,4/7/2011 12:00:00 AM,4/21/2011 12:00:00 AM,CODE ENFORCEMENT,,624 ROBIN CT     ,,,,1,1
CE10-0431,4/7/2010 12:00:00 AM,7/8/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,624 ROBIN CT     ,,,,1,1
CE12-1179,12/3/2012 12:00:00 AM,2/26/2013 12:00:00 AM,CODE ENFORCEMENT,,1070 SAPPHIRE LN     ,,,,1,1
CE12-0793,7/24/2012 12:00:00 AM,9/25/2012 12:00:00 AM,CODE ENFORCEMENT,,1070 SAPPHIRE LN     ,,,,1,1
CC25-1420,9/10/2025 12:00:00 AM,,CODE ENFORCEMENT,SIGN OR BANNER VIOLATION,263 N LINCOLN AVE,CORONA,CA,92882,1,0
CC24-0532,4/16/2024 12:00:00 AM,5/31/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,263 N LINCOLN AVE,CORONA,CA,92882,1,1
CE07-0801,5/9/2007 12:00:00 AM,5/9/2007 12:00:00 AM,CODE ENFORCEMENT,SIGN,263 N LINCOLN AV     ,,,,1,1
CE09-0116,2/2/2009 12:00:00 AM,3/12/2009 12:00:00 AM,CODE ENFORCEMENT,SIGN,263 N LINCOLN AV     ,,,,1,1
CE08-0507,4/8/2008 12:00:00 AM,4/28/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,263 N LINCOLN AV     ,,,,1,1
CE11-0403,4/21/2011 12:00:00 AM,7/7/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,904 BURR ST     ,,,,1,1
CE13-1219,11/26/2013 12:00:00 AM,3/5/2014 12:00:00 AM,CODE ENFORCEMENT,,263 N LINCOLN AV ,,,,1,1
CE16-0773,6/20/2016 12:00:00 AM,5/6/2017 12:00:00 AM,CODE ENFORCEMENT,,1286 STILLWATER RD ,,,,1,1
CE22-1816,12/29/2022 12:00:00 AM,1/31/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,263 N LINCOLN AVE,CORONA,CA,92882,1,1
CE99-0629,3/9/2000 12:00:00 AM,3/7/2000 12:00:00 AM,CODE ENFORCEMENT,SIGN,263 N LINCOLN AV,,,,1,1
CC25-1621,10/13/2025 12:00:00 AM,10/24/2025 12:00:00 AM,CODE ENFORCEMENT,PROPERTY MAINTENANCE,858 ROCK RIDGE CT,CORONA,CA,92880,1,1
CE18-1562,11/2/2018 12:00:00 AM,8/29/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,125 GRAPEVINE DR,CORONA,CA,92882,1,1
CE21-0060,1/28/2021 12:00:00 AM,2/10/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,125 GRAPEVINE DR,CORONA,CA,92882,1,1
CC24-1604,10/10/2024 12:00:00 AM,5/22/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,585 BUCKNELL WAY,CORONA,CA,92881,1,1
CE21-0795,7/14/2021 12:00:00 AM,7/27/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,585 BUCKNELL WAY,CORONA,CA,92881,1,1
CE19-0439,4/19/2019 12:00:00 AM,11/20/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,916 ROCK RIDGE CT,CORONA,CA,92880,1,1
CC24-0930,7/3/2024 12:00:00 AM,8/27/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,674 ROCK VISTA DR,CORONA,CA,92879,1,1
CC24-1152,7/31/2024 12:00:00 AM,12/27/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2280 LONGVIEW DR,CORONA,CA,92882,1,1
CE06-1053,10/10/2006 12:00:00 AM,10/26/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,2280 LONGVIEW DR     ,,,,1,1
CE07-1793,11/1/2007 12:00:00 AM,6/18/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,674 ROCK VISTA DR     ,,,,1,1
CE13-0352,4/30/2013 12:00:00 AM,7/1/2013 12:00:00 AM,CODE ENFORCEMENT,,2280 LONGVIEW DR     ,,,,1,1
CE16-0040,1/13/2016 12:00:00 AM,3/3/2016 12:00:00 AM,CODE ENFORCEMENT,,674 ROCK VISTA DR ,,,,1,1
CE17-0909,7/3/2017 12:00:00 AM,10/2/2017 12:00:00 AM,CODE ENFORCEMENT,,674 ROCK VISTA DR,,,,1,1
CC24-1631,10/16/2024 12:00:00 AM,1/30/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,824 W CITRON ST,CORONA,CA,92882,1,1
CE04-0933,7/15/2004 12:00:00 AM,8/9/2004 12:00:00 AM,CODE ENFORCEMENT,SIGN,824 W CITRON ST     ,,,,1,1
CE08-0439,3/27/2008 12:00:00 AM,5/20/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,577 C L FLEMING CI     ,,,,1,1
CE2017-0418,10/25/2017 12:00:00 AM,11/7/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,824 W CITRON ST,CORONA,CA,92882,1,1
CE11-0193,3/7/2011 12:00:00 AM,7/21/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,824 W CITRON ST     ,,,,1,1
CE15-0272,3/23/2015 12:00:00 AM,7/9/2015 12:00:00 AM,CODE ENFORCEMENT,,824 W CITRON ST ,,,,1,1
CE14-0907,8/13/2014 12:00:00 AM,9/17/2014 12:00:00 AM,CODE ENFORCEMENT,,824 W CITRON ST ,,,,1,1
CE19-0214,2/26/2019 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,824 W CITRON ST,CORONA,CA,92882,1,0
CE2017-0295,9/22/2017 12:00:00 AM,1/22/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,630 TAMPICO CI,CORONA,CA,92879,1,1
CC23-0266,3/6/2023 12:00:00 AM,3/20/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,219 S SHERIDAN ST,CORONA,CA,92882,1,1
CE06-0699,7/25/2006 12:00:00 AM,2/6/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1082 CASANDRA LN,CORONA,CA,92879,1,1
CE20-0342,3/27/2020 12:00:00 AM,10/5/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,836 SANT CERE PL,CORONA,CA,92882,1,1
CE22-0108,2/9/2022 12:00:00 AM,2/16/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,836 SANT CERE PL,CORONA,CA,92882,1,1
CE21-0635,6/7/2021 12:00:00 AM,6/17/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,836 SANT CERE PL,CORONA,CA,92882,1,1
CC25-1777,11/12/2025 12:00:00 AM,11/30/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1873 KINGSFORD DR,CORONA,CA,92880,1,1
CC24-1299,8/26/2024 12:00:00 AM,8/29/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1873 KINGSFORD DR,CORONA,CA,92880,1,1
CE06-1224,12/2/2006 12:00:00 AM,12/28/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1873 KINGSFORD DR     ,,,,1,1
CE06-1225,12/2/2006 12:00:00 AM,12/4/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1873 KINGSFORD DR     ,,,,1,1
CE18-1082,7/31/2018 12:00:00 AM,8/16/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,805 LAGUNA DR,CORONA,CA,92879,1,1
CE18-1285,9/12/2018 12:00:00 AM,9/21/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,805 LAGUNA DR,CORONA,CA,92879,1,1
CC23-0863,6/7/2023 12:00:00 AM,6/15/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1866 W SIXTH ST,CORONA,CA,92882,1,1
CC24-0398,3/21/2024 12:00:00 AM,5/28/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1866 W SIXTH ST,CORONA,CA,92882,1,1
CE04-0798,6/15/2004 12:00:00 AM,7/27/2004 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1604 MARIPOSA DR     ,,,,1,1
CE06-0782,8/8/2006 12:00:00 AM,3/22/2007 12:00:00 AM,CODE ENFORCEMENT,USE,1866 W SIXTH ST     ,,,,1,1
CE11-0132,2/15/2011 12:00:00 AM,5/3/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,1866 W SIXTH ST     ,,,,1,1
CE20-1140,10/13/2020 12:00:00 AM,10/20/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,645 WHITE MOUNTAIN CIR,CORONA,CA,92881,1,1
CE21-0861,7/28/2021 12:00:00 AM,1/24/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1866 FRONTAGE RD,CORONA,CA,92882,1,1
CE21-0157,2/24/2021 12:00:00 AM,10/18/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1866 W SIXTH ST,CORONA,CA,92882,1,1
CE2017-0255,9/18/2017 12:00:00 AM,1/11/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1866 W SIXTH ST,CORONA,CA,92882,1,1
CC23-1847,12/20/2023 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1035 SYCAMORE LN,CORONA,CA,92879,1,0
CE06-0701,7/24/2006 12:00:00 AM,2/7/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1035 SYCAMORE LN     ,,,,1,1
CE19-0168,2/13/2019 12:00:00 AM,3/11/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1701 W SIXTH ST,CORONA,CA,92882,1,1
CE21-0865,7/28/2021 12:00:00 AM,8/18/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1701 W SIXTH ST,CORONA,CA,92882,1,1
CE07-0975,6/18/2007 12:00:00 AM,6/26/2007 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,2125 RAINBOW RIDGE     ,,,,1,1
CE11-0017,1/11/2011 12:00:00 AM,2/8/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,1122 WILLITS DR     ,,,,1,1
CE13-1242,12/10/2013 12:00:00 AM,12/23/2013 12:00:00 AM,CODE ENFORCEMENT,,852 GREENRIDGE RD ,,,,1,1
CE21-0240,3/17/2021 12:00:00 AM,4/14/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,852 GREENRIDGE RD,CORONA,CA,92882,1,1
CC23-1502,10/10/2023 12:00:00 AM,5/22/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1051 E FRANCIS ST,CORONA,CA,92879,1,1
CC23-1852,12/20/2023 12:00:00 AM,1/23/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1054 BEVERLY RD,CORONA,CA,92879,1,1
CE01-1056,9/25/2001 12:00:00 AM,12/9/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1051 E FRANCIS ST,,,,1,1
CE08-0246,2/27/2008 12:00:00 AM,4/2/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1042 HORATIO AV     ,,,,1,1
CC23-1559,10/24/2023 12:00:00 AM,11/8/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1999 JENNA CIR,CORONA,CA,92881,1,1
CC24-1873,12/11/2024 12:00:00 AM,7/9/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1909 SUNDANCE AVE,CORONA,CA,92879,1,1
CE07-1743,10/22/2007 12:00:00 AM,10/24/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1909 SUNDANCE AV     ,,,,1,1
CE18-1567,11/2/2018 12:00:00 AM,11/21/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1909 SUNDANCE AV,CORONA,CA,92879,1,1
CE2017-0349,10/5/2017 12:00:00 AM,10/10/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1909 SUNDANCE AV,CORONA,CA,92879,1,1
CC23-0471,4/11/2023 12:00:00 AM,4/11/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1141 ATHLONE CIR,CORONA,CA,92882,1,1
CE09-0106,1/30/2009 12:00:00 AM,4/13/2009 12:00:00 AM,CODE ENFORCEMENT,USE,1141 ATHLONE CI     ,,,,1,1
CE18-0567,4/30/2018 12:00:00 AM,5/15/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3133 HUCKLEBERRY DR,CORONA,CA,92882,1,1
CE22-0450,4/13/2022 12:00:00 AM,5/18/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1141 ATHLONE CIR,CORONA,CA,92882,1,1
CE02-0114,1/25/2002 12:00:00 AM,12/16/2002 12:00:00 AM,CODE ENFORCEMENT,MULTI,316 E SECOND ST,,,,1,1
CE02-0129,1/29/2002 12:00:00 AM,6/6/2002 12:00:00 AM,CODE ENFORCEMENT,MULTI,316 E SECOND ST 1/2,,,,1,1
CE06-0879,9/17/2006 12:00:00 AM,10/28/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,316 E SECOND ST     ,,,,1,1
CE08-0107,1/30/2008 12:00:00 AM,2/8/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,718 W SEVENTH ST     ,,,,1,1
CE10-0482,4/19/2010 12:00:00 AM,12/7/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,2140 ALPINEMIST ST     ,,,,1,1
CE16-0879,7/14/2016 12:00:00 AM,8/21/2018 12:00:00 AM,CODE ENFORCEMENT,,2791 BUCKINGHAM WY,,,,1,1
CE18-1184,8/21/2018 12:00:00 AM,8/23/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2791 BUCKINGHAM WY,CORONA,CA,92879,1,1
CE21-0566,5/20/2021 12:00:00 AM,12/18/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,316 E SECOND ST,CORONA,CA,92879,1,1
CE13-0936,8/27/2013 12:00:00 AM,4/25/2014 12:00:00 AM,CODE ENFORCEMENT,,711 ALTA VISTA AV ,,,,1,1
CE21-0885,8/3/2021 12:00:00 AM,8/31/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,625 BALBOA DR,CORONA,CA,92879,1,1
CC23-0371,3/28/2023 12:00:00 AM,4/20/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1013 YARDLEY WAY,CORONA,CA,92881,1,1
CC24-0565,4/24/2024 12:00:00 AM,5/15/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1013 YARDLEY WAY,CORONA,CA,92881,1,1
CE08-1573,11/17/2008 12:00:00 AM,1/13/2009 12:00:00 AM,CODE ENFORCEMENT,DEVEL,526 MAGNOLIA AV     ,,,,1,1
CE17-0808,6/19/2017 12:00:00 AM,9/28/2017 12:00:00 AM,CODE ENFORCEMENT,,1013 YARDLEY WY,,,,1,1
CE20-0731,7/28/2020 12:00:00 AM,9/2/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,526 MAGNOLIA AVE,CORONA,CA,92879,1,1
CE2017-0489,11/16/2017 12:00:00 AM,11/21/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1013 YARDLEY WY,CORONA,CA,92881,1,1
